"chart_position","chart_date","song","artist","instance","time_on_chart","consecutive_weeks","previous_week","peak_position","worst_position","year","month","week","spotify_song_id","spotify_artist_id","genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","main_genres"
50,"1989-04-22","Straight Up","Paula Abdul",1,21,20,48,1,79,1989,4,16,"5xl5582IihbEZAnfj0xyso","4PpmBoqphQusNFsxuVKb6j","dance pop, new wave pop, soft rock",0.769,0.826,7,-8.252,1,0.0624,0.267,0.0177,0.0638,0.762,95.862,"pop, electronic_dance, rock"
99,"1989-05-27","Lost In Your Eyes","Debbie Gibson",1,19,18,84,1,99,1989,5,21,"6PMDILZiYo4YzMBbE0dGK9","18jZvCsW1PJ4FDQ5gEXuKp","freestyle, new wave pop, soft rock",0.512,0.588,7,-8.591,1,0.0276,0.335,0.000806,0.0963,0.242,144.521,"world_regional, pop, rock"
45,"1989-06-03","She Drives Me Crazy","Fine Young Cannibals",1,19,18,35,1,97,1989,6,22,"6cVCQiiMJ1jd3lbOo5Qx8U","20p5D2KrE8CGuOjHtxsyTp","dance rock, new romantic, new wave, new wave pop, synthpop",0.81,0.585,2,-7.82,1,0.0416,0.179,0.000154,0.0342,0.962,108.818,"rock, electronic_dance, pop"
87,"1989-07-08","I'll Be There For You","Bon Jovi",1,19,18,67,1,87,1989,7,27,"07HqIg8BnB1lJElnw2ZiSR","58lV9VcRSjABbAbfWS6skp","glam metal, rock",0.437,0.727,2,-5.432,1,0.0293,0.0532,0,0.103,0.233,73.029,"rock"
46,"1989-08-05","Wind Beneath My Wings (From ""Beaches"")","Bette Midler",1,23,22,42,1,97,1989,8,31,"7Gx5ET7dUsVu79MHwfgBoI","13y0kncDD4J9wxCyfKr10W","adult standards, new wave pop, soft rock",0.404,0.21,7,-16.857,1,0.0396,0.994,0.921,0.151,0.143,136.857,"classic_folk, pop, rock"
72,"1989-09-23","If You Don't Know Me By Now","Simply Red",1,21,20,55,1,81,1989,9,38,"7DFawVSjI88xR9mjnWwURg","1fa0cOhromAZdq2xRA4vv8","british soul, new romantic, new wave, new wave pop, soft rock, sophisti-pop",0.638,0.352,10,-9.266,1,0.0268,0.492,0,0.105,0.204,94.173,"soul_funk, world_regional, rock, pop"
85,"1989-10-07","Batdance (From ""Batman"")","Prince",1,17,16,70,1,85,1989,10,40,"5WtanNWFzVr4MKcCtxJ1bn","5a2EaR3hamoenG9rDuVn8j","funk, funk rock, minneapolis sound, rock, synth funk",0.589,0.597,3,-8.565,0,0.0716,0.0231,0.0796,0.0731,0.232,134.863,"soul_funk, rock"
45,"1989-10-21","Cold Hearted","Paula Abdul",1,18,17,31,1,65,1989,10,42,"6jrp8qBMJO6vhAeYVAsdk9","4PpmBoqphQusNFsxuVKb6j","dance pop, new wave pop, soft rock",0.879,0.679,7,-8.59,0,0.0421,0.149,0.00871,0.0787,0.724,122.38,"pop, electronic_dance, rock"
88,"1989-11-18","Right Here Waiting","Richard Marx",1,20,19,79,1,88,1989,11,46,"4LFwNJWoj74Yd71fIr1W8x","0grdhNhiRLFBaFVyybqsj6","new wave pop, soft rock",0.395,0.252,0,-13.589,1,0.0301,0.8,0,0.101,0.126,177.679,"pop, rock"
75,"1989-12-02","Girl I'm Gonna Miss You","Milli Vanilli",1,18,17,64,1,75,1989,12,48,"122vb6LtwACmfBIWpwmN1w","3vRclCt9VnNhYIxFMQCxuM","freestyle, new jack swing, new wave pop",0.732,0.566,9,-7.76,1,0.0505,0.131,4.16e-05,0.184,0.763,75.692,"world_regional, soul_funk, hip_hop_rap, r&b_reggae, pop"
75,"1990-01-06","Listen To Your Heart","Roxette",1,20,19,59,1,75,1990,1,1,"1qIKynV6YQZgocodkPdCy7","2SHhfs4BiDxGQ3oxqf0UHY","europop, swedish pop, synthpop",0.539,0.583,1,-4.935,0,0.0275,0.108,0,0.111,0.337,86.063,"pop, world_regional"
67,"1990-01-27","When I See You Smile","Bad English",1,20,19,55,1,72,1990,1,4,"0tKjVEJlX3IZ5L1rEJc5hh","5fhMbh4PVSLSODF2fhWwqt","album rock, glam metal, hard rock, soft rock",0.495,0.609,7,-9.902,1,0.0339,0.42,0,0.187,0.33,135.671,"rock"
61,"1990-02-17","Blame It On The Rain","Milli Vanilli",1,20,19,57,1,65,1990,2,7,"0UUpyDCYzkziXJ1TM4awHM","3vRclCt9VnNhYIxFMQCxuM","freestyle, new jack swing, new wave pop",0.758,0.827,4,-6.151,0,0.0774,0.00326,0.000169,0.0946,0.506,97.515,"world_regional, soul_funk, hip_hop_rap, r&b_reggae, pop"
47,"1990-03-17","How Am I Supposed To Live Without You","Michael Bolton",1,21,20,40,1,89,1990,3,11,"3RMeOetCdXttthQK0clPuz","6YHEMoNPbcheiWS2haGzkn","soft rock",0.541,0.44,10,-12.206,1,0.031,0.191,0,0.114,0.232,140.273,"rock"
35,"1990-04-07","Opposites Attract","Paula Abdul (Duet With The Wild Pair)",1,17,16,28,1,72,1990,4,14,"7z38bideBRvGAgjXe2SECm","4PpmBoqphQusNFsxuVKb6j","dance pop, new wave pop, soft rock",0.783,0.842,1,-8.838,1,0.054,0.0337,2.57e-06,0.0519,0.933,117.79,"pop, electronic_dance, rock"
51,"1990-05-26","Black Velvet","Alannah Myles",1,21,20,41,1,86,1990,5,21,"1KU5EHSz04JhGg3rReGJ0N","6IYnSXO40Bh7Zdqhf6rQoj","classic canadian rock",0.754,0.366,8,-10.07,1,0.0312,0.273,9.04e-05,0.106,0.469,91.147,"rock, world_regional"
4,"1990-06-23","Hold On","Wilson Phillips",1,15,14,2,1,74,1990,6,25,"4VZDv8sASBS8UruUBGTFdk","1yMYjh77WgOVafRkI50mim","girl group, mellow gold, new wave pop, soft rock",0.679,0.657,5,-9.897,1,0.0255,0.4,0,0.0497,0.546,97.8,"pop, indie_alt, rock"
92,"1990-09-08","It Must Have Been Love (From ""Pretty Woman"")","Roxette",1,23,22,76,1,92,1990,9,36,"6kvoHl80mfCVTv7XnZkjQn","2SHhfs4BiDxGQ3oxqf0UHY","europop, swedish pop, synthpop",0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,"pop, world_regional"
31,"1990-09-29","Vision Of Love","Mariah Carey",1,18,17,20,1,73,1990,9,39,"0gLQ6jhJsyYfl7PrD1RZ7X","4iHNK0tOyZPYnBU7nGAgpQ","dance pop, pop, urban contemporary",0.256,0.464,5,-10.959,1,0.0382,0.433,0,0.121,0.355,205.362,"pop, electronic_dance, hip_hop_rap"
13,"1990-11-03","Close To You","Maxi Priest",1,19,18,7,1,87,1990,11,44,"33I3oS8UkebR3KRvqxD9X0","3aTuTR5Nf6pVW3837q2ZL7","lovers rock, reggae, reggae fusion",0.781,0.478,6,-15.427,1,0.0561,0.0849,3.93e-06,0.0877,0.962,95.992,"rock, r&b_reggae"
99,"1991-01-26","I Don't Have The Heart","James Ingram",1,26,25,91,1,99,1991,1,4,"5In7xBveNACCRX2uWNoPuW","5bTTx0CRvZj1kRJwUsWWYo","quiet storm",0.487,0.423,2,-8.181,1,0.0243,0.658,0,0.109,0.334,88.883,"r&b_reggae"
52,"1991-02-02","Love Takes Time","Mariah Carey",1,21,20,32,1,73,1991,2,5,"48l7PNpT2fBoT4cdLW6EzP","4iHNK0tOyZPYnBU7nGAgpQ","dance pop, pop, urban contemporary",0.403,0.338,8,-12.371,0,0.0322,0.727,0,0.0849,0.233,126.23,"pop, electronic_dance, hip_hop_rap"
28,"1991-03-16","The First Time","Surface",1,20,19,22,1,82,1991,3,11,"60Iwu57QTP1EyEiy3tf2nB","4ETSs924pXMzjIeD6E9b4u","bedroom soul",0.63,0.369,10,-11.039,1,0.0278,0.262,0.0016,0.0989,0.109,126.386,"soul_funk"
82,"1991-04-27","Gonna Make You Sweat (Everybody Dance Now)","C+C Music Factory",1,24,23,58,1,82,1991,4,17,"7eheoW4hxrH51ww2QePVwF","7krx6UBDKLwE0q3s3fesqF","diva house, eurodance, freestyle, hip house",0.557,0.798,6,-7.405,1,0.0935,0.000851,0.675,0.183,0.794,112.187,"electronic_dance, world_regional"
89,"1991-05-11","All The Man That I Need","Whitney Houston",1,21,20,85,1,89,1991,5,19,"07M76e7IXxYdnC1BBiJxEX","6XpaIBNiVzIetEPCWDvAFP","dance pop, pop",0.496,0.571,5,-9.958,0,0.0335,0.43,0,0.0332,0.25,150.944,"pop, electronic_dance"
86,"1991-06-01","One More Try","Timmy T.",1,24,23,69,1,92,1991,6,22,"2drQ6wg2hdl6RDslarifh8","0v03pIOJjKDtsOj1GudXvX",NA,0.641,0.573,9,-9.198,1,0.0485,0.191,0,0.317,0.5,149.826,"pop"
90,"1991-06-15","I've Been Thinking About You","Londonbeat",1,19,18,67,1,90,1991,6,24,"02KLiEs31kxh1krQJezlTL","0gcMPgunYh4rX1UOdvZKBn",NA,0.63,0.595,11,-14.986,0,0.038,0.0434,0.0363,0.0902,0.878,113.561,"electronic_dance"
31,"1991-06-22","Baby Baby","Amy Grant",1,18,17,27,1,75,1991,6,25,"3IDsegNBHC4pjGCOMTQYlU","72Nhcx7prNk2ZCxhx0Y5es","christian music",0.702,0.901,1,-4.45,1,0.0264,0.426,0.00153,0.0368,0.919,97.862,"other"
67,"1991-07-20","I Like The Way (The Kissing Game)","Hi-Five",1,22,21,44,1,90,1991,7,29,"0u16RbrSY7DWF3WAr0aaZ3","0EVUivUkugMtNF09L4QBMH","boy band, contemporary r&b, new jack swing",0.723,0.498,1,-10.53,1,0.0319,0.102,0.0278,0.0305,0.712,104.085,"pop, r&b_reggae, soul_funk, hip_hop_rap"
39,"1991-08-03","More Than Words","Extreme",1,20,19,30,1,81,1991,8,31,"1gVgkQFOKa8Wc1HYsJtPdH","6w7j5wQ5AI5OQYlcM15s2L","funk metal, glam metal, hard rock",0.626,0.134,6,-14.898,1,0.0298,0.467,0,0.113,0.239,91.893,"soul_funk, rock"
81,"1991-09-07","Unbelievable","EMF",1,22,21,51,1,87,1991,9,36,"5VYTKiOnHw4iTrB9pG3yum","39oSLGo3HkaeYXzUEGgAGQ","britpop, dance rock, grebo, indietronica, madchester",0.636,0.848,1,-6.854,1,0.0362,0.000339,0.0402,0.141,0.934,104.073,"pop, rock, electronic_dance, indie_alt"
6,"1991-09-21","(Everything I Do) I Do It For You","Bryan Adams",1,13,12,3,1,53,1991,9,38,"6eBK3edMW7bEzecF1eCezc","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,"pop, world_regional, rock, indie_alt"
41,"1991-12-07","I Adore Mi Amor","Color Me Badd",1,20,19,36,1,90,1991,12,49,"05R2lE5g9hnaSmxIrUl3C0","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.683,0.476,3,-9.995,0,0.027,0.243,0,0.0787,0.725,91.99,"pop, r&b_reggae, soul_funk, hip_hop_rap"
24,"1991-12-14","Romantic","Karyn White",1,18,17,22,1,52,1991,12,50,"1eDCizNe4EQMj7okkjIeXo","5lJBrQQ88JjskJmJeVKX4F","contemporary r&b, minneapolis sound, new jack swing, urban contemporary",0.68,0.941,1,-7.509,0,0.0374,0.484,7.43e-05,0.0656,0.823,110.264,"r&b_reggae, rock, soul_funk, hip_hop_rap"
38,"1992-01-04","Emotions","Mariah Carey",1,19,18,37,1,38,1992,1,1,"0cELvuwJW1acISUHYB6suj","4iHNK0tOyZPYnBU7nGAgpQ","dance pop, pop, urban contemporary",0.74,0.752,9,-7.008,0,0.0359,0.0409,0.00125,0.0233,0.939,114.851,"pop, electronic_dance, hip_hop_rap"
33,"1992-01-18","Cream","Prince And The N.P.G.",1,17,16,30,1,46,1992,1,3,"4QnjK45IBBZRVRWTEeZ3T8","2IkcaUs0p8lcbJnklEtmqV",NA,0.861,0.604,5,-8.44,0,0.0719,0.0974,0.366,0.0467,0.853,115.589,"pop"
51,"1992-02-29","Set Adrift On Memory Bliss","P.M. Dawn",1,20,19,40,1,51,1992,2,9,"1n00Xu0vbe6jUaR3df4hqX","5DgjOwTN6o76J5Gf8MzEoL","contemporary r&b",0.759,0.834,7,-5.13,1,0.161,0.0489,0,0.26,0.763,98.979,"r&b_reggae"
14,"1992-03-07","All 4 Love","Color Me Badd",1,18,17,10,1,37,1992,3,10,"4XmsMIMjvDIFEjeY3ycMzW","1QtIfAa6y7w2JhxYJhYeUG","boy band, contemporary r&b, new jack swing",0.807,0.75,2,-8.29,1,0.0315,0.0346,0.000179,0.149,0.797,106.389,"pop, r&b_reggae, soul_funk, hip_hop_rap"
43,"1992-05-23","To Be With You","Mr. Big",1,23,22,33,1,82,1992,5,21,"0eifvmNPHWaSh4IKNR4Xva","5OfhOoKunSnuubxxRML8J3","glam metal, hard rock",0.688,0.284,4,-13.577,1,0.0574,0.359,0,0.127,0.482,83.433,"rock"
13,"1992-06-06","Save The Best For Last","Vanessa Williams",1,19,18,10,1,92,1992,6,23,"0KhiesN7gLBPEQhKsBmrI1","75L9s8KVrhCNtBUkZFnDFW","contemporary r&b, quiet storm, urban contemporary",0.541,0.44,10,-11.161,0,0.0258,0.267,2.33e-06,0.147,0.343,78.299,"r&b_reggae, hip_hop_rap"
5,"1992-08-29","Baby Got Back","Sir Mix-A-Lot",1,21,20,5,1,75,1992,8,35,"1SAkL1mYNJlaqnBQxVZrRl","3TQ9JTBI2n2hfo7aRONEYV","old school hip hop",0.926,0.669,1,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,"hip_hop_rap"
59,"1992-10-24","This Used To Be My Playground","Madonna",1,17,16,57,1,59,1992,10,43,"637V2ymBt4Ljlbz4EmRys8","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop",0.499,0.308,7,-11.692,0,0.0264,0.754,0.000943,0.124,0.0706,75.91,"pop, electronic_dance"
4,"1992-11-21","End Of The Road (From ""Boomerang"")","Boyz II Men",1,19,18,2,1,53,1992,11,47,"3l3xTXsUXeWlkPqzMs7mPD","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary",0.64,0.427,5,-9.29,0,0.0241,0.0664,0,0.0579,0.529,149.703,"pop, r&b_reggae, soul_funk, hip_hop_rap"
1,"1993-02-27","I Will Always Love You","Whitney Houston",1,16,15,1,1,40,1993,2,9,"4eHbdreAnSOrDDsFfc4Fpm","6XpaIBNiVzIetEPCWDvAFP","dance pop, pop",0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,"pop, electronic_dance"
47,"1993-05-15","A Whole New World (Aladdin's Theme)","Peabo Bryson & Regina Belle",1,22,21,41,1,54,1993,5,20,"4tS8xQfyPGc7f4lJ1JP6BX","2Ptcw3XhTzJmu4engh1B11",NA,0.516,0.32,2,-10.487,1,0.0303,0.627,0,0.144,0.131,107.894,"pop"
16,"1993-05-29","Informer","Snow",1,21,20,10,1,79,1993,5,22,"2LjiPAQOVazT8sRyXL3XRs","3p3jPcp8b7WL9XYj4xlsWj","alternative r&b, rap latina, trap queen",0.763,0.742,6,-10.975,0,0.188,0.0984,0,0.38,0.483,98.145,"r&b_reggae, indie_alt, hip_hop_rap"
12,"1993-07-03","Freak Me","Silk",1,20,19,4,1,42,1993,7,27,"5CdJveJgiGXoGwDFqF6afp","2etWSM1cPeITq5E2bEK8PW","contemporary r&b, new jack swing, r&b",0.697,0.608,4,-10.976,0,0.0463,0.0295,0,0.276,0.725,133.879,"r&b_reggae, soul_funk, hip_hop_rap"
3,"1993-08-07","Weak","SWV",1,16,15,3,1,58,1993,8,32,"71EHOyEOhNx1SzTebRRyng","2NmK5FyrQ18HOPXq1UBzqa","contemporary r&b, girl group, hip pop, new jack swing, r&b, urban contemporary",0.693,0.533,2,-10.954,0,0.0402,0.107,0,0.0695,0.568,127.661,"r&b_reggae, pop, soul_funk, hip_hop_rap"
18,"1993-10-23","Can't Help Falling In Love (From ""Sliver"")","UB40",1,24,23,11,1,100,1993,10,43,"44AyOl4qVkzS48vBsbNXaC","69MEO1AADKg1IZrq2XLzo5","reggae fusion, uk reggae",0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,"r&b_reggae, world_regional"
16,"1993-12-04","Dreamlover","Mariah Carey",1,18,17,13,1,40,1993,12,49,"2lIyVQrwghgU8vbsMRkQ1B","4iHNK0tOyZPYnBU7nGAgpQ","dance pop, pop, urban contemporary",0.155,0.161,0,-13.086,1,0.0327,0.672,0.000365,0.2,0.0879,95.974,"pop, electronic_dance, hip_hop_rap"
29,"1994-02-26","Again","Janet Jackson",1,19,18,27,1,29,1994,2,9,"0IaMMHVbpJ0LrRAeigWOXr","4qwGe91Bz9K2T8jXTZ815W","dance pop, r&b, urban contemporary",0.359,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.186,0.189,130.135,"pop, electronic_dance, r&b_reggae, hip_hop_rap"
22,"1994-04-02","Hero","Mariah Carey",1,24,23,20,1,71,1994,4,14,"5mgCMlxQW7fmHbrdJuowbB","4iHNK0tOyZPYnBU7nGAgpQ","dance pop, pop, urban contemporary",0.533,0.272,9,-12.9,1,0.031,0.667,0,0.111,0.133,120.02,"pop, electronic_dance, hip_hop_rap"
14,"1994-05-21","The Power Of Love","Celine Dion",1,26,25,11,1,90,1994,5,21,"5kK1Iru9ogP3Iy1zsANU1n","4S9EykWXhStSc15wEx8QFK","canadian pop",0.546,0.519,8,-9.072,1,0.0291,0.36,0.00046,0.24,0.247,140.054,"pop, world_regional"
19,"1994-07-16","The Sign","Ace Of Base",1,29,28,18,1,68,1994,7,29,"0hrBpAOgrt8RXigk83LLNE","5ksRONqssB7BR161NTtJAm","eurodance, europop, new wave pop",0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,"electronic_dance, pop"
33,"1994-10-15","I Swear","All-4-One",1,26,25,22,1,72,1994,10,42,"4WUnM4KNZ0kjp0CUeoyOnS","1B8ySGDAiXTCvnJNH4HSCG","boy band, contemporary r&b, r&b",0.532,0.407,6,-9.658,0,0.0233,0.235,0,0.117,0.23,83.207,"pop, r&b_reggae"
48,"1994-11-19","Stay (I Missed You) (From ""Reality Bites"")","Lisa Loeb & Nine Stories",1,29,28,34,1,74,1994,11,47,"00U1MDChdOTxWwtKoOoBXE","4a7CDXcRCXi4kp5z7SEXtg","lilith, pop rock",0.612,0.591,1,-7.02,1,0.051,0.462,0,0.111,0.349,160.659,"indie_alt, classic_folk, pop, rock"
4,"1994-12-03","I'll Make Love To You","Boyz II Men",1,17,16,1,1,31,1994,12,49,"61sQYdFNS6sEBYCyr1q5gn","6O74knDqdv3XaWtkII7Xjp","boy band, contemporary r&b, new jack swing, r&b, urban contemporary",0.567,0.501,2,-8.038,1,0.0241,0.0995,0,0.0986,0.2,142.589,"pop, r&b_reggae, soul_funk, hip_hop_rap"
45,"1995-04-01","Here Comes The Hotstepper (From ""Ready To Wear"")","Ini Kamoze",1,29,28,44,1,97,1995,4,13,"6LiK3fDottplOUsLHfhXto","1VJspRsoC6c0bvqhnSiFCs","reggae, reggae fusion, roots reggae",0.882,0.456,7,-9.163,1,0.19,0.0178,0.000191,0.126,0.452,100.362,"r&b_reggae"
10,"1995-04-15","Creep","TLC",1,23,22,7,1,71,1995,4,15,"3D4StOwQlqixB0qrbhEcLr","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary",0.633,0.638,10,-8.808,1,0.181,0.000654,0,0.13,0.753,155.158,"hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
37,"1995-06-24","Take A Bow","Madonna",1,28,27,31,1,45,1995,6,25,"5oqukcHWfqq7HGjyKwLX1y","6tbjWDEIzxoDsBA1FuhfPW","dance pop, pop",0.568,0.366,8,-8.854,1,0.0258,0.417,3.39e-06,0.0664,0.311,79.98,"pop, electronic_dance"
19,"1995-07-15","This Is How We Do It","Montell Jordan",1,21,20,12,1,93,1995,7,28,"6uQKuonTU8VKBz5SHZuQXD","0iVrCROxeyon7MZUW3MfzT","contemporary r&b, hip pop, new jack swing, r&b, urban contemporary",0.799,0.623,0,-9.374,1,0.0812,0.0141,0,0.43,0.773,103.649,"r&b_reggae, pop, soul_funk, hip_hop_rap"
43,"1995-09-16","Have You Ever Really Loved A Woman?","Bryan Adams",1,23,22,41,1,66,1995,9,37,"32Gf5A7Hr8RdgggXG0Fdks","3Z02hBLubJxuFJfhacLSDc","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.57,0.478,7,-10.185,1,0.0322,0.536,1.33e-05,0.0931,0.358,145.517,"pop, world_regional, rock, indie_alt"
6,"1995-09-30","Waterfalls","TLC",1,17,16,4,1,39,1995,9,39,"6qspW4YKycviDFjHBOaqUY","0TImkz4nPqjegtVSMZnMRq","atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary",0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,"hip_hop_rap, world_regional, r&b_reggae, pop, electronic_dance"
38,"1996-02-03","Kiss From A Rose","Seal",1,33,32,34,1,87,1996,2,5,"3YKptz29AsOlm7WAVnztBh","5GtMEZEeFFsuHY8ad4kOxv","british soul, new wave pop",0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,"soul_funk, world_regional, pop"
25,"1996-03-02","Gangsta's Paradise (From ""Dangerous Minds"")","Coolio Featuring L.V.",1,29,28,31,1,31,1996,3,9,"1DIXPcTDzTj8ZMHt3PDt8p","3y24n3XhZ96wgwRXjvS17T","g funk, gangster rap, hip hop, west coast rap",0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.386,79.975,"soul_funk, hip_hop_rap"
32,"1996-05-11","One Sweet Day","Mariah Carey & Boyz II Men",1,24,23,25,1,32,1996,5,19,"7ySbfLwdCwl1EM0zNCJZ38","4iHNK0tOyZPYnBU7nGAgpQ","dance pop, pop, urban contemporary",0.568,0.495,1,-8.964,1,0.0299,0.353,0,0.0839,0.303,128.234,"pop, electronic_dance, hip_hop_rap"
3,"1996-06-08","Because You Loved Me (From ""Up Close & Personal"")","Celine Dion",1,14,13,3,1,36,1996,6,23,"28UMiBhn383n9S7GL4tsxD","4S9EykWXhStSc15wEx8QFK","canadian pop",0.615,0.467,1,-9.883,1,0.0327,0.314,0,0.099,0.177,119.919,"pop, world_regional"
1,"1996-08-03","Macarena (Bayside Boys Mix)","Los Del Rio",2,33,12,4,1,71,1996,8,31,"2GhA8OAODRkEMUq8RYgCeF","2JXn03fudjyRkQ1Ye9f5rk","tropical",0.837,0.514,1,-14.883,1,0.116,0.0539,0.000112,0.0999,0.676,104.076,"world_regional"
30,"1997-02-15","You're Makin' Me High/Let It Flow","Toni Braxton",1,37,36,28,1,32,1997,2,7,"01zlPeOoGeSEtmLd0eJEdH","3X458ddYA2YcVWuVIGGOYe","contemporary r&b, dance pop, r&b, urban contemporary",0.661,0.489,0,-7.618,1,0.039,0.507,0,0.0837,0.674,168.178,"r&b_reggae, pop, electronic_dance, hip_hop_rap"
29,"1997-03-22","No Diggity","BLACKstreet (Featuring Dr. Dre)",1,24,23,23,1,48,1997,3,12,"138a7rJxyR3qKsLSPNO4uH","2P3cjUru4H3fhSXXNxE9kA","boy band, contemporary r&b, new jack swing, r&b, urban contemporary",0.849,0.379,1,-10.546,0,0.0614,0.139,0.0917,0.0448,0.44,89.007,"pop, r&b_reggae, soul_funk, hip_hop_rap"
20,"1997-05-17","Un-Break My Heart","Toni Braxton",1,30,29,20,1,22,1997,5,20,"5Ihd9HrPvOADyVoonH9ZjB","3X458ddYA2YcVWuVIGGOYe","contemporary r&b, dance pop, r&b, urban contemporary",0.625,0.426,2,-8.4,0,0.0271,0.412,0,0.116,0.112,110.021,"r&b_reggae, pop, electronic_dance, hip_hop_rap"
61,"1997-08-16","Hypnotize","The Notorious B.I.G.",1,17,16,57,1,61,1997,8,33,"7KwZNVEaqikRSBSpyhXK2j","5me0Irg2ANcsgc93uaYrpb","east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",0.901,0.697,9,-3.439,1,0.28,0.145,0,0.287,0.67,93.941,"hip_hop_rap"
40,"1997-09-13","MMMBop","Hanson",1,20,19,39,1,40,1997,9,37,"0lnxrQAd9ZxbhBBe7d8FO8","0SdiiPkr02EUdekHZJkt58","boy band",0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,"pop"
9,"1997-10-04","I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",1,17,16,7,1,9,1997,10,40,"5zqPAiYFwHLCvpBpV2MbiD","4tJlHlpRiV1MEAHR1fwQ00","detroit hip hop",0.826,0.356,7,-9.999,1,0.14,0.00487,0.955,0.0932,0.827,109.059,"hip_hop_rap, world_regional"
34,"1998-01-31","Mo Money Mo Problems","The Notorious B.I.G. Featuring Puff Daddy & Mase",1,27,26,34,1,36,1998,1,5,"5JaxKJIpDdT8WrWZ5hHXcs","5me0Irg2ANcsgc93uaYrpb","east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",0.911,0.703,1,-11.474,0,0.0796,0.0792,0.921,0.0417,0.821,104.852,"hip_hop_rap"
23,"1998-02-28","Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",1,21,20,22,1,23,1998,2,9,"5LjSxAIKwyZvQqJ04ZQ0Da","3PhoLpVuITZKcymswpck5b","glam rock, mellow gold, piano rock, rock",0.48,0.628,6,-7.643,1,0.0262,0.174,3.28e-05,0.0753,0.541,143.412,"rock, indie_alt"
19,"1998-08-01","Truly Madly Deeply","Savage Garden",1,35,34,18,1,26,1998,8,31,"013AWvizllIUEC2FOBzOnh","3NRFinRTEqUCfaTTZmk8ek","boy band, dance pop, pop rock",0.555,0.698,0,-8.874,1,0.0287,0.403,0,0.0851,0.816,168.12,"pop, electronic_dance, rock"
32,"1998-12-05","Too Close","Next",1,43,42,20,1,45,1998,12,49,"5IFCyWplye09HytIP80RCF","2MGT7CYlixSPxAnnkhLpaA","boy band, contemporary r&b, minneapolis sound, new jack swing, r&b, urban contemporary",0.847,0.402,7,-9.952,1,0.0641,0.0118,0,0.283,0.752,99.693,"pop, r&b_reggae, rock, soul_funk, hip_hop_rap"
23,"1999-02-20","Lately","Divine",1,24,23,22,1,36,1999,2,8,"0T6yl6tXPuoN1CFe16kquL","4Ai0pGz6GhQavjzaRhPTvz","desi hip hop, desi trap, hindi hip hop",0.69,0.529,9,-7.997,1,0.0362,0.538,0,0.13,0.422,121.222,"r&b_reggae"
44,"1999-03-20","Doo Wop (That Thing)","Lauryn Hill",1,19,18,41,1,44,1999,3,12,"0uEp9E98JB5awlA084uaIg","2Mu5NfyYm8n5iTomuKAEHl","alternative r&b, conscious hip hop, hip hop, neo soul, new jersey rap, r&b",0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,"r&b_reggae, indie_alt, hip_hop_rap, soul_funk"
17,"1999-04-10","...Baby One More Time","Britney Spears",1,21,20,14,1,18,1999,4,15,"3MjUtNVVq3C8Fn0MP3zhXa","26dSoYclwsYLMAKD3tpOr4","dance pop, pop",0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,"pop, electronic_dance"
32,"1999-07-03","Believe","Cher",1,29,28,26,1,99,1999,7,27,"2goLsvvODILDzeeiT4dAoR","72OaDtakiy6yFqkt4TsiFt","dance pop, pop",0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975,"pop, electronic_dance"
